City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,ust-nera,64.5667,143.2,0.44,87,99,2.65,RU,1683818503
291,sinabang,2.4803,96.3801,27.7,85,100,4.4,ID,1683819222
292,andilamena,-17.0167,48.5833,17.36,90,41,2.72,MG,1683819222
293,eirunepe,-6.6603,-69.8736,31.81,50,81,1.64,BR,1683819222
294,santa vitoria do palmar,-33.5189,-53.3681,17.56,57,60,3.57,BR,1683819222
295,phayao,19.25,100.25,25.79,91,69,1.42,TH,1683819223
296,ormara,25.2088,64.6357,28.83,73,0,7.06,PK,1683819223
297,undurkhaan,47.3194,110.6556,7.42,55,53,7.41,MN,1683819223
298,mount gambier,-37.8333,140.7667,10.27,90,100,2.2,AU,1683818797
299,smara,26.7384,-11.6719,37.9,13,87,6.91,EH,1683819223
300,colby,39.3958,-101.0524,16.11,83,100,7.15,US,1683819224
301,aral,40.5156,81.2636,22.55,5,14,4.02,CN,1683818799
302,dusti,37.3481,68.664,27.72,20,100,0.83,TJ,1683819224
303,kralendijk,12.15,-68.2667,29.99,66,75,7.72,BQ,1683819224
304,westport,41.1415,-73.3579,25.37,38,1,1.34,US,1683819224
305,cole harbour,44.6724,-63.4751,18.66,58,75,4.12,CA,1683819020
306,ternate,0.8,127.4,28.05,77,100,1.11,ID,1683819225
307,mount isa,-20.7333,139.5,14.87,38,0,2.06,AU,1683819225
308,tharangambadi,11.0319,79.8528,29.68,81,100,7.97,IN,1683819225
309,imperatriz,-5.5264,-47.4917,30.03,79,40,3.09,BR,1683819226
310,yumbe,3.4651,31.2469,22.79,80,98,1.48,UG,1683819226
311,acajutla,13.5928,-89.8275,29.78,65,7,2.16,SV,1683818887
312,lodja,-3.4833,23.4333,26.32,67,100,1.04,CD,1683819226
313,eyl,7.9803,49.8164,28.25,78,100,7.75,SO,1683819227
314,rheinsberg,53.0997,12.8989,17.17,58,100,3.49,DE,1683819227
315,robit,12.0167,39.6333,23.03,64,60,0.18,ET,1683819227
316,lompoc,34.6391,-120.4579,13.8,78,70,4.47,US,1683818513
317,colonia,50.9333,6.95,18.31,70,75,4.12,DE,1683818751
318,sur,22.5667,59.5289,32.82,42,0,0.92,OM,1683819067
319,barentu,15.1139,37.5928,34.08,10,64,4.08,ER,1683819228
320,constantia,44.1833,28.65,13.38,63,56,5.15,RO,1683818776
321,keokuk,40.3973,-91.3849,22.37,78,20,3.6,US,1683819229
322,carnarvon,-24.8667,113.6333,22.18,66,0,8.26,AU,1683818801
323,weno,7.4515,151.8468,28.58,77,97,3.27,FM,1683818890
324,boulder city,35.9786,-114.8325,22.37,24,0,1.36,US,1683819229
325,north side,19.35,-81.2,30.04,70,40,6.69,KY,1683819229
326,pandan,14.0453,124.1694,26.86,81,28,2.99,PH,1683818877
327,sao felix do xingu,-6.6447,-51.995,32.42,48,83,0.69,BR,1683818592
328,zakamensk,50.3741,103.2863,0.31,74,5,1.05,RU,1683819230
329,whitehorse,60.7161,-135.0538,8.23,55,75,5.66,CA,1683819230
330,benghazi,32.1167,20.0667,21.18,68,7,8.1,LY,1683818985
331,bandarbeyla,9.4942,50.8122,27.66,82,100,9.58,SO,1683819231
332,remire-montjoly,4.9167,-52.2667,26.02,89,75,4.12,GF,1683818802
333,arkhangel'sk,64.5401,40.5433,13.02,54,100,3.71,RU,1683818823
334,degache,33.9761,8.2081,33.18,21,40,6.17,TN,1683819231
335,nishinoomote,30.7333,131.0,20.34,60,13,2.01,JP,1683819232
336,hami,42.8,93.45,22.35,11,0,0.2,CN,1683818857
337,yarmouth,41.7057,-70.2286,24.8,56,0,4.12,US,1683819232
338,hirara,24.8,125.2833,21.92,78,75,2.57,JP,1683819232
339,susuman,62.7833,148.1667,-0.87,89,93,1.56,RU,1683818778
340,bhamo,24.2667,97.2333,26.05,53,100,0.46,MM,1683819232
341,punta del este,-34.9667,-54.95,16.06,83,75,4.47,UY,1683818956
342,ust'-ilimsk,58.0006,102.6619,3.08,60,100,2.43,RU,1683819233
343,naama,33.2667,-0.3167,28.63,14,19,6.54,DZ,1683819233
344,ibotirama,-12.1853,-43.2206,34.85,31,93,0.95,BR,1683819027
345,carbonear,47.7332,-53.2148,12.08,51,12,5.48,CA,1683818815
346,kasane,-17.8167,25.15,29.05,24,20,3.09,BW,1683819234
347,sligo,54.2697,-8.4694,13.96,77,75,6.17,IE,1683819234
348,hammerfest,70.6634,23.6821,9.25,81,75,1.54,NO,1683818796
349,brisas de zicatela,15.8369,-97.0419,30.29,74,0,1.54,MX,1683818879
350,fort st. john,56.2499,-120.8529,10.94,66,75,2.06,CA,1683818817
351,barmer,25.75,71.3833,35.23,14,0,5.26,IN,1683819235
352,coos bay,43.3665,-124.2179,13.51,81,100,2.06,US,1683819235
353,ojai,34.4481,-119.2429,16.27,81,0,1.85,US,1683819235
354,pisco,-13.7,-76.2167,21.03,83,100,2.06,PE,1683818695
355,zell am see,47.3256,12.7944,8.89,39,100,0.27,AT,1683819236
356,rongelap,11.1635,166.8941,27.5,83,100,6.86,MH,1683819236
357,kayangel,8.0823,134.7173,28.91,71,93,1.32,PW,1683818871
358,zabaykal'sk,49.6333,117.3167,11.98,65,100,3.03,RU,1683819236
359,joetsu,37.1483,138.2364,7.84,83,0,2.62,JP,1683819237
360,ponta delgada,37.7333,-25.6667,18.4,82,75,8.23,PT,1683819152
361,crucecita,-28.95,-58.9833,19.57,50,100,2.45,AR,1683819237
362,peniche,39.3558,-9.3811,21.27,71,0,12.28,PT,1683819196
363,san patricio,28.017,-97.5169,28.92,78,57,7.09,US,1683818639
364,altamira,-3.2033,-52.2064,30.05,74,75,2.57,BR,1683819238
365,dokkum,53.3222,5.997,16.65,88,100,5.66,NL,1683818886
366,bayanhongor,46.7167,100.1167,3.62,38,3,1.65,MN,1683819238
367,ulladulla,-35.35,150.4667,11.68,75,0,2.87,AU,1683819239
368,san andres,12.5847,-81.7006,30.01,74,75,5.66,CO,1683819047
369,nantucket,41.2835,-70.0995,21.16,55,0,6.17,US,1683818802
370,aras-asan,8.8908,126.3033,26.08,83,100,1.33,PH,1683819239
371,san pedro pochutla,15.7333,-96.4667,31.51,53,42,3.91,MX,1683819239
372,gulf shores,30.246,-87.7008,28.49,67,40,5.14,US,1683819240
373,fort bragg,35.139,-79.006,25.67,53,49,0.89,US,1683818888
374,puerto aysen,-45.4,-72.7,13.83,87,98,1.93,CL,1683819240
375,bonthe,7.5264,-12.505,29.76,66,100,4.61,SL,1683819240
376,gadzhiyevo,69.2551,33.3362,3.5,100,100,2.51,RU,1683818872
377,bhadasar,28.2833,74.3167,35.66,9,1,2.75,IN,1683819241
378,sesheke,-17.4759,24.2968,23.95,25,0,1.92,ZM,1683819246
379,afzalpur,17.2,76.35,36.12,30,99,5.55,IN,1683819246
380,mikhaylovka,50.06,43.2379,10.99,77,78,4.38,RU,1683819246
381,kingston,17.997,-76.7936,31.8,60,0,1.79,JM,1683818570
382,zemio,5.0314,25.1361,28.96,52,82,2.44,CF,1683819247
383,apolda,51.0167,11.5,18.08,75,97,0.45,DE,1683819247
384,sao sepe,-30.1606,-53.5653,16.6,52,44,2.18,BR,1683819247
385,mitu,1.1983,-70.1733,22.3,98,100,0.6,CO,1683819248
386,okha,53.5739,142.9478,-2.37,95,44,0.92,RU,1683818838
387,takoradi,4.8845,-1.7554,30.07,71,100,4.97,GH,1683818812
388,ouani,-12.1322,44.4258,27.16,72,11,1.46,KM,1683819248
389,buenaventura,3.8801,-77.0312,30.81,66,53,1.99,CO,1683819248
390,macclenny,30.2822,-82.1221,28.88,75,83,0.45,US,1683819249
391,quthing,-30.4,27.7003,13.97,43,2,0.64,LS,1683819249
392,ron,15.6667,75.7333,30.33,59,99,7.99,IN,1683819249
393,celina,40.5489,-84.5702,23.15,56,97,3.35,US,1683818995
394,bintulu,3.1667,113.0333,27.23,94,20,1.03,MY,1683819250
395,addiet canna,11.2667,37.4833,20.45,49,99,4.46,ET,1683819250
396,nogliki,51.8333,143.1667,0.33,95,100,2.13,RU,1683818874
397,fisterra,42.9049,-9.2629,19.86,66,1,8.32,ES,1683818868
398,beitbridge,-22.2167,30.0,24.39,36,0,1.76,ZW,1683819250
399,vadso,70.0744,29.7487,9.49,76,75,3.09,NO,1683818849
400,savanna-la-mar,18.219,-78.1332,29.97,49,3,2.05,JM,1683819251
401,tekeli,44.83,78.8239,15.7,38,99,3.77,KZ,1683819251
402,utrik,11.2278,169.8474,27.4,80,98,8.14,MH,1683818901
403,linqiong,30.4159,103.4609,18.9,57,100,3.8,CN,1683819251
404,jalai nur,49.45,117.7,10.26,83,100,4.17,CN,1683819252
405,yaren,-0.5472,166.916,28.25,77,80,4.92,NR,1683819252
406,palangkaraya,-2.2,113.8333,26.04,87,67,1.39,ID,1683819252
407,zeya,53.75,127.2667,10.95,52,100,2.23,RU,1683818819
408,yanchep,-31.55,115.6833,12.38,54,0,3.51,AU,1683819253
409,yeed,4.55,43.0333,30.93,40,96,4.46,SO,1683819253
410,port shepstone,-30.7414,30.455,22.9,71,0,2.52,ZA,1683818732
411,salekhard,66.53,66.6019,-8.61,97,70,1.58,RU,1683819111
412,bluefields,12.0137,-83.7635,31.04,79,40,4.12,NI,1683819009
413,redencao,-4.2258,-38.7306,28.96,69,93,1.28,BR,1683819254
414,codrington,-38.2667,141.9667,10.45,71,100,3.74,AU,1683818760
415,jinchang,38.4953,102.1739,15.33,21,90,4.4,CN,1683819254
416,mukalla,14.5425,49.1242,29.46,70,65,2.81,YE,1683819255
417,goderich,43.7501,-81.7165,14.95,67,65,2.57,CA,1683819255
418,plastun,44.7561,136.2939,6.36,90,73,2.12,RU,1683819255
419,sedalia,38.7045,-93.2283,19.71,94,100,4.12,US,1683819004
420,adrar,20.5022,-10.0711,40.06,6,52,6.91,MR,1683819256
421,mazsalaca,57.8633,25.0547,17.2,44,86,2.97,LV,1683819256
422,buka,40.8108,69.1986,26.13,28,100,3.31,UZ,1683819256
423,laguna,38.421,-121.4238,15.05,81,0,2.57,US,1683818823
424,balabac,7.9868,117.0645,28.27,79,100,3.26,PH,1683818820
425,plouzane,48.3833,-4.6167,16.03,72,75,6.69,FR,1683819257
426,naples,40.8333,14.25,20.08,62,40,6.17,IT,1683819216
427,sakaiminato,35.55,133.2333,13.99,72,20,6.17,JP,1683819257
428,port macquarie,-31.4333,152.9167,11.05,92,16,1.97,AU,1683819134
429,howrah,22.5892,88.3103,31.0,74,40,6.17,IN,1683818814
430,anna regina,7.2644,-58.5077,28.73,67,79,3.77,GY,1683819258
431,gounou gaya,9.6294,15.5132,38.81,19,85,0.26,TD,1683819258
432,kununurra,-15.7667,128.7333,19.99,34,6,3.6,AU,1683818794
433,sale,34.0389,-6.8166,25.91,68,47,4.63,MA,1683819259
434,kirakira,-10.4544,161.9205,26.34,88,90,3.54,SB,1683819259
435,alice springs,-23.7,133.8833,5.75,65,0,3.23,AU,1683818844
436,fort-shevchenko,44.5086,50.263,15.74,84,66,8.62,KZ,1683819259
437,lonar,19.9833,76.5333,35.37,12,18,2.87,IN,1683819260
438,labuan bajo,-8.4964,119.8877,24.17,86,61,2.77,ID,1683819260
439,lishui,28.4604,119.9103,16.85,91,100,0.8,CN,1683819260
440,mataram,-8.5833,116.1167,27.45,87,80,4.56,ID,1683819260
441,kutum,14.2,24.6667,30.7,27,90,6.14,SD,1683819261
442,smidovich,48.6,133.8167,9.54,61,22,1.35,RU,1683819261
443,sutherlin,43.3901,-123.3126,12.26,63,100,1.54,US,1683819261
444,vilyuysk,63.7553,121.6247,-2.11,71,84,0.9,RU,1683819261
445,murtajapur,20.7333,77.3833,37.75,11,36,2.61,IN,1683819262
446,ola,59.5833,151.2833,0.07,90,14,1.13,RU,1683818909
447,usakos,-22.0,15.6,28.23,20,95,6.81,NA,1683819262
448,puerto armuelles,8.2833,-82.8667,30.99,72,7,2.25,PA,1683819262
449,wynyard,-41.0,145.7167,9.99,80,89,0.71,AU,1683819262
450,villa gesell,-37.2639,-56.973,15.03,60,76,2.43,AR,1683819263
451,santa ana,33.7456,-117.8678,16.5,77,100,2.06,US,1683819125
452,happy valley-goose bay,53.3168,-60.3315,8.17,27,40,5.66,CA,1683818902
453,lihue,21.9789,-159.3672,22.77,89,75,4.63,US,1683818793
454,yulinshi,38.2906,109.7494,15.97,31,30,2.38,CN,1683819264
455,prince rupert,54.3161,-130.3201,10.05,72,100,4.63,CA,1683818849
456,vom,9.7333,8.7833,27.96,44,88,4.08,NG,1683819264
457,pacific grove,36.6177,-121.9166,13.27,82,75,5.36,US,1683819264
458,negara,-8.3151,114.6025,25.36,93,90,3.76,ID,1683819264
459,caorle,45.5966,12.8758,14.63,87,100,6.67,IT,1683819265
460,kendari,-3.945,122.4989,24.75,94,53,1.3,ID,1683818877
461,kolonia town,6.964,158.206,28.54,81,45,4.86,FM,1683819265
462,batticaloa,7.7102,81.6924,27.49,81,100,2.03,LK,1683819265
463,las palmas,28.4204,-14.0131,21.44,68,20,9.26,ES,1683819266
464,livingston,55.9029,-3.5226,15.75,66,20,5.14,GB,1683819266
465,dwarka,22.2394,68.9678,30.04,60,0,5.87,IN,1683818882
466,bowling green,36.9903,-86.4436,22.41,84,100,1.54,US,1683819266
467,la foa,-21.7108,165.8276,21.68,73,100,3.34,NC,1683819267
468,norilsk,69.3535,88.2027,-14.21,95,43,4.46,RU,1683819267
469,fortaleza,-3.7227,-38.5247,31.07,66,20,5.66,BR,1683819267
470,nikolayevsk-on-amure,53.1406,140.73,-1.14,95,8,1.21,RU,1683819268
471,cobram,-35.9167,145.65,8.78,77,1,2.6,AU,1683819268
472,antigonish,45.6169,-61.9986,15.64,47,29,0.89,CA,1683818673
473,berdigestyakh,62.0989,126.6992,-2.51,70,100,1.93,RU,1683819268
474,shengli,37.4564,118.4856,21.85,29,100,2.12,CN,1683819269
475,namtsy,62.7161,129.6658,-2.61,59,100,4.25,RU,1683819269
476,pariaman,-0.619,100.12,28.03,88,100,1.27,ID,1683818594
477,tago,9.0211,126.2317,25.49,86,100,1.71,PH,1683819269
478,kyzylorda,44.8528,65.5092,30.01,19,40,4.0,KZ,1683819270
479,taulaga,-11.0553,-171.0883,28.58,70,35,7.27,AS,1683819270
480,jindabyne,-36.4167,148.6333,3.48,74,4,2.15,AU,1683819270
481,tvoroyri,61.5556,-6.8111,9.65,85,12,4.25,FO,1683819270
482,waingapu,-9.6567,120.2641,24.88,83,99,5.54,ID,1683818890
483,gillette,44.2911,-105.5022,10.02,97,100,4.63,US,1683819271
484,dzhetygara,52.1908,61.2006,11.63,50,86,3.63,KZ,1683819271
485,marinette,45.1,-87.6307,23.03,40,0,4.63,US,1683819272
486,nkove,-7.95,30.85,23.41,75,95,0.99,TZ,1683819272
487,tuy hoa,13.0833,109.3,26.34,90,100,1.81,VN,1683819272
488,namsos,64.4662,11.4957,13.95,62,0,4.63,NO,1683819099
489,raja,8.4596,25.678,33.73,27,83,2.19,SS,1683819273
490,gwadar,25.1216,62.3254,29.23,73,0,5.13,PK,1683819273
491,nyurba,63.2842,118.3319,-1.63,68,8,1.2,RU,1683818852
492,urmary,55.6789,47.944,11.79,67,81,3.3,RU,1683819273
493,barakani,-12.1356,44.4317,26.87,72,11,1.44,KM,1683819274
494,cobija,-11.0267,-68.7692,28.1,69,75,5.14,BO,1683819274
495,rio grande,-32.035,-52.0986,15.06,67,52,6.35,BR,1683818851
496,lazaro cardenas,17.9583,-102.2,30.1,59,85,2.04,MX,1683819151
497,kiruna,67.8557,20.2251,8.51,66,0,4.12,SE,1683819274
498,santiago del estero,-27.7951,-64.2615,22.73,42,26,2.36,AR,1683819275
499,oranjemund,-28.55,16.4333,15.01,82,100,6.32,NA,1683819275
500,la passe,45.5549,-0.8967,15.55,59,19,6.82,FR,1683818846
501,tucurui,-3.7661,-49.6725,32.11,57,95,0.9,BR,1683819275
502,tsiombe,-25.3,45.4833,24.42,77,87,2.61,MG,1683818836
503,hasaki,35.7333,140.8333,14.01,50,80,2.86,JP,1683818915
504,lebu,-37.6167,-73.65,15.16,78,56,2.84,CL,1683818783
505,la'ie,21.6477,-157.9253,21.73,87,42,0.89,US,1683818664
506,acapulco de juarez,16.8634,-99.8901,29.9,66,0,1.54,MX,1683818842
507,kone,-21.0595,164.8658,21.8,80,100,2.12,NC,1683818829
508,manokwari,-0.8667,134.0833,24.83,92,100,2.65,ID,1683818808
509,szczytno,53.5626,20.9875,17.96,24,0,5.14,PL,1683819277
510,emerald,-23.5333,148.1667,14.08,88,5,3.65,AU,1683819278
511,ban houakhoua,20.2453,100.4547,23.56,93,39,0.29,LA,1683819278
512,oriximina,-1.7656,-55.8661,26.64,84,100,1.3,BR,1683819278
513,las tablas,7.7667,-80.2833,32.32,99,47,3.56,PA,1683819278
514,luanco,43.6152,-5.7934,15.57,77,39,5.45,ES,1683819272
515,kalabo,-14.97,22.6814,28.57,27,5,0.61,ZM,1683818788
516,sona,45.4388,10.8255,16.75,84,75,1.54,IT,1683819030
517,malvan,16.0667,73.4667,29.18,80,69,3.17,IN,1683819279
518,madalena,41.2162,-8.3345,23.2,41,0,4.85,PT,1683818901
519,west kirby,53.373,-3.1842,15.1,81,91,1.34,GB,1683819279
520,krasnokamensk,50.0979,118.0369,13.01,60,100,0.47,RU,1683819280
521,afaahiti,-17.75,-149.2833,24.93,94,100,11.93,PF,1683818830
522,mora,11.0461,14.1401,38.93,14,19,4.15,CM,1683819280
523,fehmarn,54.4378,11.1935,15.55,79,98,6.34,DE,1683819280
524,chernyshevskiy,63.0128,112.4714,-4.93,89,19,2.39,RU,1683819281
525,lerwick,60.1545,-1.1494,10.0,81,10,5.1,GB,1683818799
526,al hawatah,13.4167,34.6333,39.57,7,5,5.07,SD,1683819281
527,arivonimamo,-19.0167,47.1833,16.03,85,100,2.65,MG,1683819281
528,komsomol'skiy,43.9783,46.6985,12.45,70,91,3.68,RU,1683819281
529,mata-utu,-13.2816,-176.1745,28.45,75,96,7.78,WF,1683818616
530,lewiston orchards,46.3804,-116.9754,16.82,68,0,2.06,US,1683819282
531,east london,-33.0153,27.9116,19.52,77,0,6.69,ZA,1683818908
532,williston,48.147,-103.618,19.46,59,96,1.34,US,1683819121
533,iskushuban,10.2837,50.23,30.36,57,100,9.0,SO,1683819282
534,baardheere,2.3446,42.2764,29.96,54,80,7.77,SO,1683819283
535,vila franca do campo,37.7167,-25.4333,18.23,80,80,2.86,PT,1683818794
536,cefalu,38.0386,14.0229,21.99,74,7,2.68,IT,1683819283
537,khawr fakkan,25.3313,56.342,31.03,37,44,1.83,AE,1683819283
538,novaya igirma,57.1334,103.9112,2.43,56,79,1.91,RU,1683819284
539,campana,-34.1687,-58.9591,18.4,57,7,1.73,AR,1683819284
540,matamey,13.4231,8.4749,38.97,17,100,2.15,NE,1683819284
541,palmas,-10.2128,-48.3603,29.93,66,75,3.09,BR,1683819284
542,norton,-17.8833,30.7,21.27,45,74,2.71,ZW,1683819285
543,mugia,43.1041,-9.2179,19.95,65,1,7.25,ES,1683819285
544,luderitz,-26.6481,15.1594,17.98,66,100,9.25,NA,1683819285
545,troitsko-pechorsk,62.7084,56.1964,5.96,54,36,1.3,RU,1683819285
546,lospalos,-8.5186,127.0025,21.49,84,76,3.77,TL,1683819286
547,siracusa,37.0881,15.2792,20.73,65,2,4.13,IT,1683819286
548,hilo,19.7297,-155.09,24.6,87,75,2.57,US,1683819286
549,geraldton,-28.7667,114.6,14.23,54,2,4.63,AU,1683818838
550,asau,46.4333,26.4,14.6,64,88,3.03,RO,1683819286
551,ambovombe,-25.1667,46.0833,24.79,69,91,3.78,MG,1683818795
552,balkashino,52.5167,68.7667,11.13,62,74,6.04,KZ,1683819287
553,lesnoy,57.6198,63.0784,6.08,52,33,1.45,RU,1683819201
554,standerton,-26.9337,29.2415,14.87,32,0,2.3,ZA,1683819287
555,maroua,10.591,14.3159,39.55,11,24,3.86,CM,1683819288
556,itoman,26.1247,127.6694,21.01,64,8,1.54,JP,1683819288
557,copiapo,-27.3667,-70.3333,11.83,33,88,2.56,CL,1683819288
558,floriano,-6.7669,-43.0225,35.27,38,50,2.52,BR,1683819288
559,shizuishan,39.2333,106.7694,17.91,19,14,2.61,CN,1683818911
560,smirnykh,49.75,142.8333,2.11,87,96,1.62,RU,1683819289
561,dalbandin,28.8947,64.4101,34.97,7,90,3.12,PK,1683819289
562,panacan,9.2463,118.4082,27.57,85,98,2.75,PH,1683818877
563,isiolo,0.3546,37.5822,21.48,73,100,5.98,KE,1683819290
564,ibshaway,29.358,30.6814,32.87,15,12,8.79,EG,1683819290
565,gamba,-2.65,10.0,27.94,78,62,3.96,GA,1683819290
566,kapoeta,4.7717,33.5903,29.98,41,22,4.81,SS,1683819290
567,kamloops,50.6665,-120.3192,12.08,76,75,1.03,CA,1683819001
568,road town,18.4167,-64.6167,30.02,66,20,6.17,VG,1683818777
569,union,40.6334,-74.2663,25.84,34,0,4.12,US,1683819291
570,george town,5.4112,100.3354,31.97,80,20,1.54,MY,1683819291
571,zheleznodorozhnyy,55.7503,38.0042,18.02,60,67,3.36,RU,1683819291
572,turpan,42.9333,89.1667,28.75,9,58,1.59,CN,1683818892
573,comodoro rivadavia,-45.8667,-67.5,18.92,42,0,6.69,AR,1683819292
574,inhambane,-23.865,35.3833,24.99,73,40,4.12,MZ,1683819132
575,sebastopol,44.6,33.5333,13.89,47,37,0.89,UA,1683819292
576,marsh harbour,26.5412,-77.0636,25.51,67,4,5.75,BS,1683819292
577,saint-pierre,-21.3393,55.4781,25.82,69,0,6.69,RE,1683819293
578,neryungri,56.6709,124.6491,-0.19,97,100,3.67,RU,1683819293
579,shingu,33.7333,135.9833,13.18,56,100,2.74,JP,1683818867
580,mana,5.6592,-53.7767,25.93,87,95,1.17,GF,1683819293
581,koungou,-12.7336,45.2042,28.84,70,20,2.06,YT,1683819294
582,yerofey pavlovich,53.9667,121.9667,9.69,78,100,0.43,RU,1683819294
583,howard springs,-12.497,131.047,21.04,55,34,3.34,AU,1683818511
584,pereira barreto,-20.6383,-51.1092,28.03,52,65,3.38,BR,1683819294
585,nadym,65.5333,72.5167,-6.88,83,61,3.65,RU,1683818814
